country,year,aging_intensity,epi_base_2000,years_since_2000,epi_time_trend,epi_random,epi_normalized,country_productivity_base,productivity_time_trend,epi_effect,productivity_shock,log_productivity
DEU,2007,1.2,0.99,7,-0.0042,-7.8487480021743e-5,0.9857215125199783,4.6,0.126,-0.011422789984017356,-4.3955974396337144e-4,4.714137650272019
DEU,2008,1.2,0.99,8,-0.0048,0.002548439617429577,0.9877484396174295,4.6,0.144,-0.009801248306056377,-0.015111456427796611,4.719087295266147
DEU,2009,1.2,0.99,9,-0.005399999999999999,0.0010005331943056684,0.9856005331943057,4.6,0.16199999999999998,-0.01151957344455541,0.004453380446862714,4.754933807002306
DEU,2010,1.2,0.99,10,-0.005999999999999999,-0.0032713886586297272,0.9807286113413702,4.6,0.18,-0.01541711092690381,0.005909913031320172,4.770492802104416
DEU,2011,1.2,0.99,11,-0.006599999999999999,0.004345942494582928,0.9877459424945829,4.6,0.19799999999999998,-0.009803246004333667,0.0026544810434468323,4.790851235039113
DEU,2012,1.2,0.99,12,-0.0072,-0.0056568435398942464,0.9771431564601057,4.6,0.21599999999999997,-0.018285474831915404,6.948547252119077e-4,4.798409379893296
DEU,2013,1.2,0.99,13,-0.0078,0.00530348518869896,0.9875034851886989,4.6,0.23399999999999999,-0.009997211849040878,0.016363199498646307,4.840365987649605
DEU,2014,1.2,0.99,14,-0.0084,0.001725179281815379,0.9833251792818154,4.6,0.252,-0.013339856574547683,-0.02519354474316356,4.813466598682289
DEU,2015,1.2,0.99,15,-0.009,0.0010192854203993293,0.9820192854203993,4.6,0.26999999999999996,-0.014384571663680568,0.009419274698796432,4.865034703035115
DEU,2016,1.2,0.99,16,-0.0096,-0.005774620469408527,0.9746253795305914,4.6,0.288,-0.02029969637552691,0.015246852846755029,4.882947156471229
DEU,2017,1.2,0.99,17,-0.010199999999999999,-0.0038320679022981695,0.9759679320977018,4.6,0.306,-0.019225654321838537,-0.00462174764537091,4.88215259803279
DEU,2018,1.2,0.99,18,-0.010799999999999999,0.013640332129815445,0.9928403321298154,4.6,0.32399999999999995,-0.005727734296147702,-0.005664651062653016,4.912607614641199
DEU,2019,1.2,0.99,19,-0.011399999999999999,0.0017465837402513955,0.9803465837402514,4.6,0.34199999999999997,-0.015722733007798872,-0.00444548049729217,4.921831786494908
DEU,2020,1.2,0.99,20,-0.011999999999999999,0.009470842153037036,0.987470842153037,4.6,0.36,-0.010023326277570367,0.018569376324605768,4.968546050047035
USA,1990,0.6,1.02,-10,0.0029999999999999996,-0.0040588115720717535,1.0189411884279282,4.7,-0.18,0.015152950742342597,-0.03080358834742483,4.504349362394918
USA,1991,0.6,1.02,-9,0.0026999999999999997,0.011713198478367394,1.0344131984783673,4.7,-0.16199999999999998,0.02753055878269386,-0.01958441663129293,4.545946142151401
USA,1992,0.6,1.02,-8,0.0024,-0.0028936313875903667,1.0195063686124095,4.7,-0.144,0.015605094889927607,0.003701881487090683,4.575306976377019
USA,1993,0.6,1.02,-7,0.0021,0.006650988345912751,1.0287509883459127,4.7,-0.126,0.02300079067673018,-0.003857771034037459,4.593143019642692
USA,1994,0.6,1.02,-6,0.0018,0.0063491273845035865,1.0281491273845036,4.7,-0.10799999999999998,0.022519301907602873,0.002418142781065572,4.616937444688669
USA,1995,0.6,1.02,-5,0.0014999999999999998,-0.006669949835138209,1.014830050164862,4.7,-0.09,0.011864040131889554,-0.008546693836427779,4.613317346295463
USA,1996,0.6,1.02,-4,0.0012,0.004625477185000021,1.0258254771850002,4.7,-0.072,0.020660381748000136,0.0027663239151143326,4.6514267056631144
USA,1997,0.6,1.02,-3,9e-4,-1.5993302086810893e-4,1.0207400669791318,4.7,-0.05399999999999999,0.016592053583305424,0.0025918191361129017,4.6651838727194175
USA,1998,0.6,1.02,-2,6e-4,-8.443542640379044e-5,1.0205155645735962,4.7,-0.036,0.016412451658876927,-7.81852958551116e-4,4.679630598700327
USA,1999,0.6,1.02,-1,3e-4,-0.010022104778986329,1.0102778952210136,4.7,-0.018,0.008222316176810907,-0.014190536707390605,4.676031779469421
USA,2000,0.6,1.02,0,-0,0.0015522801435730016,1.021552280143573,4.7,0,0.017241824114858417,-0.003351687784042117,4.713890136330816
USA,2001,0.6,1.02,1,-3e-4,-0.009686246028849668,1.0100137539711505,4.7,0.018,0.008011003176920361,-0.013904436176852927,4.712106567000068
USA,2002,0.6,1.02,2,-6e-4,0.002861535626924872,1.022261535626925,4.7,0.036,0.01780922850153992,-0.010388479013512959,4.743420749488027
USA,2003,0.6,1.02,3,-9e-4,-6.980818509435443e-4,1.0184019181490567,4.7,0.05399999999999999,0.014721534519245339,0.015742733550750898,4.784464268069997
USA,2004,0.6,1.02,4,-0.0012,-0.0079345866734588065,1.0108654133265411,4.7,0.072,0.008692330661232895,-0.022449958521305897,4.758242372139927
USA,2005,0.6,1.02,5,-0.0014999999999999998,0.0042764282300154655,1.0227764282300154,4.7,0.09,0.018221142584012286,0.01088375908692365,4.819104901670936
USA,2006,0.6,1.02,6,-0.0018,0.0016855949794288738,1.0198855949794288,4.7,0.10799999999999998,0.015908475983543013,0.016383824923977556,4.84029230090752
USA,2007,0.6,1.02,7,-0.0021,5.102577491782113e-4,1.0184102577491783,4.7,0.126,0.014728206199342609,-0.01624242278970468,4.824485783409639
USA,2008,0.6,1.02,8,-0.0024,-0.009380374420909584,1.0082196255790905,4.7,0.144,0.006575700463272405,-0.01589727503316324,4.834678425430109
USA,2009,0.6,1.02,9,-0.0026999999999999997,-8.665996678909306e-4,1.0164334003321092,4.7,0.16199999999999998,0.013146720265687329,0.003370701133616443,4.8785174213993034
USA,2010,0.6,1.02,10,-0.0029999999999999996,0.005618987713422538,1.0226189877134226,4.7,0.18,0.018095190170738108,-0.007872761331238518,4.8902224288394995
USA,2011,0.6,1.02,11,-0.0032999999999999995,-0.00579666506345325,1.0109033349365466,4.7,0.19799999999999998,0.008722667949237284,0.0471182639098338,4.953840931859071
USA,2012,0.6,1.02,12,-0.0036,-0.002718944411696142,1.0136810555883038,4.7,0.21599999999999997,0.010944844470643034,-0.007079601414185278,4.919865243056458
USA,2013,0.6,1.02,13,-0.0039,9.075933774686421e-4,1.0170075933774687,4.7,0.23399999999999999,0.013606074701974969,0.01724658221748586,4.964852656919461
USA,2014,0.6,1.02,14,-0.0042,0.006266978117042149,1.0220669781170422,4.7,0.252,0.017653582493633736,-0.007484749272466052,4.962168833221168
USA,2015,0.6,1.02,15,-0.0045,0.0010034122456742394,1.0165034122456742,4.7,0.26999999999999996,0.013202729796539359,-0.0025333245305886034,4.98066940526595
USA,2016,0.6,1.02,16,-0.0048,0.0038940829156688694,1.019094082915669,4.7,0.288,0.015275266332535155,-0.014303023863748548,4.988972242468788
USA,2017,0.6,1.02,17,-0.0050999999999999995,0.007040877150994038,1.021940877150994,4.7,0.306,0.01755270172079513,0.005292059142542097,5.028844760863338
USA,2018,0.6,1.02,18,-0.005399999999999999,-0.007919608794311266,1.0066803912056888,4.7,0.32399999999999995,0.005344312964551002,-0.005076851057070037,5.024267461907481
USA,2019,0.6,1.02,19,-0.005699999999999999,7.903816620841385e-4,1.0150903816620842,4.7,0.34199999999999997,0.012072305329667367,-0.018252926341902027,5.035819378987765
USA,2020,0.6,1.02,20,-0.005999999999999999,2.6173331658250565e-4,1.0142617333165824,4.7,0.36,0.011409386653265942,-0.007179120258950445,5.064230266394317
JPN,1990,2,0.97,-10,0.01,-0.005840002605763062,0.974159997394237,4.45,-0.18,-0.02067200208461042,0.007829958964618971,4.257157956880009
JPN,1991,2,0.97,-9,0.009000000000000001,0.005279426933046018,0.984279426933046,4.45,-0.16199999999999998,-0.012576458453563167,-0.014720518351311367,4.260703023195125
JPN,1992,2,0.97,-8,0.008,0.006004868097219768,0.9840048680972198,4.45,-0.144,-0.01279610552222419,0.021593112318756134,4.314797006796532
JPN,1993,2,0.97,-7,0.007,0.0015842393130239758,0.978584239313024,4.45,-0.126,-0.01713260854958083,0.009573230376156667,4.316440621826576
JPN,1994,2,0.97,-6,0.006,-0.008521999149638552,0.9674780008503614,4.45,-0.10799999999999998,-0.026017599319710885,-0.013831173348776465,4.302151227331513
JPN,1995,2,0.97,-5,0.005,-0.010167550944062367,0.9648324490559376,4.45,-0.09,-0.028134040755249945,0.007460614029096045,4.339326573273846
JPN,1996,2,0.97,-4,0.004,-0.007034230515483246,0.9669657694845167,4.45,-0.072,-0.026427384412386613,-0.013155727466756334,4.338416888120857
JPN,1997,2,0.97,-3,0.003,-0.007605602753889214,0.9653943972461108,4.45,-0.05399999999999999,-0.027684482203111396,0.015267607810596866,4.383583125607486
JPN,1998,2,0.97,-2,0.002,0.008335172973092471,0.9803351729730925,4.45,-0.036,-0.01573186162152602,-0.01700427458994582,4.381263863788529
JPN,1999,2,0.97,-1,0.001,0.006456546984083175,0.9774565469840831,4.45,-0.018,-0.018034762412733496,0.00751704872983652,4.421482286317103
JPN,2000,2,0.97,0,-0,-0.0035792680873032085,0.9664207319126967,4.45,0,-0.02686341446984262,0.010342028275916706,4.4334786138060736
JPN,2001,2,0.97,1,-0.001,0.0035751088475688437,0.9725751088475688,4.45,0.018,-0.02193991292194495,0.020172116323642197,4.466232203401697
JPN,2002,2,0.97,2,-0.002,-0.003371728079036123,0.9646282719209639,4.45,0.036,-0.028297382463228882,-0.012004488896478507,4.445698128640293
JPN,2003,2,0.97,3,-0.003,0.0028096931715926423,0.9698096931715926,4.45,0.05399999999999999,-0.02415224546272592,-0.003282345420913206,4.476565409116362
JPN,2004,2,0.97,4,-0.004,0.0035708311661256,0.9695708311661255,4.45,0.072,-0.024343335067099584,-0.0014964755541951205,4.496160189378705
JPN,2005,2,0.97,5,-0.005,-0.006305031262175114,0.9586949687378249,4.45,0.09,-0.03304402500974009,-0.023620128967036847,4.483335846023222
JPN,2006,2,0.97,6,-0.006,0.005449528027365953,0.969449528027366,4.45,0.10799999999999998,-0.024440377578107242,0.006489212061089878,4.540048834482982
JPN,2007,2,0.97,7,-0.007,0.007873343223782366,0.9708733432237824,4.45,0.126,-0.023301325420974097,-0.045178306309578316,4.507520368269448
JPN,2008,2,0.97,8,-0.008,0.005566080140047551,0.9675660801400475,4.45,0.144,-0.02594713588796198,0.001593893890570404,4.569646758002609
JPN,2009,2,0.97,9,-0.009000000000000001,0.003710051346368765,0.9647100513463688,4.45,0.16199999999999998,-0.028231958922904976,0.011254600812940602,4.5950226418900355
JPN,2010,2,0.97,10,-0.01,0.002095357068842571,0.9620953570688425,4.45,0.18,-0.03032371434492598,7.287293397410218e-4,4.600405014994815
JPN,2011,2,0.97,11,-0.011,-0.004207600909366138,0.9547923990906338,4.45,0.19799999999999998,-0.03616608072749292,-0.013342194396935732,4.598491724875572
JPN,2012,2,0.97,12,-0.012,-0.0026445211616973876,0.9553554788383026,4.45,0.21599999999999997,-0.035715616929357895,-0.007811885993858726,4.622472497076783
JPN,2013,2,0.97,13,-0.013000000000000001,-0.0034280428755465247,0.9535719571244534,4.45,0.23399999999999999,-0.03714243430043727,0.001780070836645386,4.648637636536208
JPN,2014,2,0.97,14,-0.014,0.003948382816754613,0.9599483828167545,4.45,0.252,-0.032041293746596367,0.020476111069406007,4.690434817322809
JPN,2015,2,0.97,15,-0.015,-0.013976548753917096,0.9410234512460829,4.45,0.26999999999999996,-0.047181239003133695,-0.012868828480086478,4.6599499325167795
JPN,2016,2,0.97,16,-0.016,-0.0037111939924270687,0.9502888060075729,4.45,0.288,-0.03976895519394166,-0.01720097258777021,4.681030072218289
JPN,2017,2,0.97,17,-0.017,-0.0033486876767606522,0.9496513123232393,4.45,0.306,-0.040278950141408566,0.02668836036757237,4.742409410226164
JPN,2018,2,0.97,18,-0.018000000000000002,-0.003964797692968737,0.9480352023070312,4.45,0.32399999999999995,-0.04157183815437504,0.012924926804625725,4.745353088650251
JPN,2019,2,0.97,19,-0.019,-0.006000958119864529,0.9449990418801354,4.45,0.34199999999999997,-0.044000766495891686,-0.01646474426310815,4.7315344892410005
JPN,2020,2,0.97,20,-0.02,-0.004460168390921947,0.9455398316090781,4.45,0.36,-0.04356813471273755,-0.012417279628070344,4.754014585659193
FRA,1990,1,0.99,-10,0.005,-0.006414809812817735,0.9885851901871823,4.55,-0.18,-0.009131847850254183,-0.0075498152075685505,4.353318336942178
FRA,1991,1,0.99,-9,0.0045000000000000005,0.0012358836629087387,0.9957358836629087,4.55,-0.16199999999999998,-0.0034112930696730717,0.006742219285761979,4.391330926216089
FRA,1992,1,0.99,-8,0.004,-0.0013607879609155286,0.9926392120390845,4.55,-0.144,-0.005888630368732439,-0.01906795511279392,4.381043414518473
FRA,1993,1,0.99,-7,0.0035,0.0010158519198854253,0.9945158519198853,4.55,-0.126,-0.004387318464091727,0.02305558252927275,4.442668264065181
FRA,1994,1,0.99,-6,0.003,-0.01003196918711671,0.9829680308128833,4.55,-0.10799999999999998,-0.013625575349693353,-0.018187439431168413,4.410186985219139
FRA,1995,1,0.99,-5,0.0025,-0.004138360733344655,0.9883616392666553,4.55,-0.09,-0.009310688586675742,-0.015803702215250542,4.434885609198074
FRA,1996,1,0.99,-4,0.002,-8.479130785703787e-4,0.9911520869214296,4.55,-0.072,-0.007078330462856286,-0.01119343252305479,4.4597282370140885
FRA,1997,1,0.99,-3,0.0015,-0.006605353514952015,0.9848946464850479,4.55,-0.05399999999999999,-0.012084282811961701,-2.64995210439524e-4,4.483650721977598
FRA,1998,1,0.99,-2,0.001,-0.009226383677612984,0.981773616322387,4.55,-0.036,-0.014581106942090383,0.008580960869426488,4.507999853927336
FRA,1999,1,0.99,-1,5e-4,-0.007053606113495469,0.9834463938865045,4.55,-0.018,-0.013242884890796437,0.005065875070878827,4.523822990180083
FRA,2000,1,0.99,0,-0,-0.00329179367294226,0.9867082063270577,4.55,0,-0.010633434938353848,9.095462781915682e-4,4.540276111339837
FRA,2001,1,0.99,1,-5e-4,0.001606708810908913,0.991106708810909,4.55,0.018,-0.007114632951272792,0.008473718960026582,4.569359086008753
FRA,2002,1,0.99,2,-0.001,0.004520186096857401,0.9935201860968574,4.55,0.036,-0.00518385112251405,-0.0037356164571327503,4.577080532420352
FRA,2003,1,0.99,3,-0.0015,-2.0304533496240097e-4,0.9882969546650376,4.55,0.05399999999999999,-0.009362436267969888,-0.028415570823973665,4.566221992908057
FRA,2004,1,0.99,4,-0.002,-0.002780948036793141,0.9852190519632068,4.55,0.072,-0.011824758429434557,0.0020906452373609797,4.6122658868079265
FRA,2005,1,0.99,5,-0.0025,-2.476446045197681e-4,0.9872523553954803,4.55,0.09,-0.010198115683615772,-0.02327682634267196,4.6065250579737125
FRA,2006,1,0.99,6,-0.003,0.0072165723381635875,0.9942165723381636,4.55,0.10799999999999998,-0.004626742129469097,0.013984547613213227,4.667357805483744
FRA,2007,1,0.99,7,-0.0035,-0.0064492832763552764,0.9800507167236447,4.55,0.126,-0.015959426621084207,-0.016472139001267858,4.643568434377649
FRA,2008,1,0.99,8,-0.004,9.028225957260117e-4,0.986902822595726,4.55,0.144,-0.010477741923419171,0.009254564014346121,4.692776822090926
FRA,2009,1,0.99,9,-0.0045000000000000005,0.0053252995759737335,0.9908252995759738,4.55,0.16199999999999998,-0.0073397603392209914,-0.02167957651608551,4.6829806631446935
FRA,2010,1,0.99,10,-0.005,-0.006466044555955822,0.9785339554440442,4.55,0.18,-0.01717283564476464,-0.0026929378683939456,4.710134226486841
FRA,2011,1,0.99,11,-0.0055,-0.005756363484628222,0.9787436365153718,4.55,0.19799999999999998,-0.01700509078770258,-0.0034836210833608726,4.7275112881289365
FRA,2012,1,0.99,12,-0.006,0.005816190694700658,0.9898161906947006,4.55,0.21599999999999997,-0.008147047444239509,-0.0033645708164799595,4.7544883817392805
FRA,2013,1,0.99,13,-0.006500000000000001,-0.007770322910191533,0.9757296770898085,4.55,0.23399999999999999,-0.01941625832815319,-0.003981189589364341,4.760602552082482
FRA,2014,1,0.99,14,-0.007,5.219438306739432e-4,0.9835219438306739,4.55,0.252,-0.013182444935460858,0.008494884477359157,4.797312439541899
FRA,2015,1,0.99,15,-0.0075,0.005876805859177587,0.9883768058591776,4.55,0.26999999999999996,-0.009298555312657886,0.002263698334284488,4.812965143021626
FRA,2016,1,0.99,16,-0.008,6.731016527783014e-4,0.9826731016527783,4.55,0.288,-0.013861518677777341,-0.024729526993678058,4.799408954328545
FRA,2017,1,0.99,17,-0.0085,0.004569888475024447,0.9860698884750245,4.55,0.306,-0.01114408921998038,0.013240647352507011,4.858096558132527
FRA,2018,1,0.99,18,-0.009000000000000001,0.004256146947756298,0.9852561469477563,4.55,0.32399999999999995,-0.011795082441794946,-0.010024170821793046,4.852180746736412
FRA,2019,1,0.99,19,-0.0095,2.2513676243250604e-4,0.9807251367624326,4.55,0.34199999999999997,-0.015419890590053954,-0.0035837824219075603,4.872996326988038
FRA,2020,1,0.99,20,-0.01,0.0017231157012027223,0.9817231157012027,4.55,0.36,-0.014621507439037807,0.021764888479784025,4.917143381040747
GBR,1990,0.8,1,-10,0.004,-0.0017555158104657373,1.0022444841895342,4.5,-0.18,0.0017955873516273257,0.0013875963245370034,4.323183183676164
GBR,1991,0.8,1,-9,0.0036000000000000003,-0.004573538679839461,0.9990264613201606,4.5,-0.16199999999999998,-7.788309438715225e-4,0.009122544119692684,4.346343713175822
GBR,1992,0.8,1,-8,0.0032,-3.6221439073388554e-4,1.0028377856092663,4.5,-0.144,0.0022702284874130288,-0.010037864453743507,4.348232364033669
GBR,1993,0.8,1,-7,0.0028,-0.002526793742357243,1.0002732062576427,4.5,-0.126,2.1856500611416863e-4,-0.02222580539715343,4.351992759608961
GBR,1994,0.8,1,-6,0.0024000000000000002,-0.00484767157041529,0.9975523284295846,4.5,-0.10799999999999998,-0.001958137256332293,-5.475019655817658e-4,4.389494360778086
GBR,1995,0.8,1,-5,0.002,0.006822420765642059,1.008822420765642,4.5,-0.09,0.0070579366125135936,0.02241080193545243,4.439468738547966
GBR,1996,0.8,1,-4,0.0016,-0.008966167697260989,0.992633832302739,4.5,-0.072,-0.005892934157808761,0.003806316104248512,4.425913381946439
GBR,1997,0.8,1,-3,0.0012000000000000001,-3.8279229393088713e-4,1.0008172077060693,4.5,-0.05399999999999999,6.537661648554406e-4,-0.004988821652474019,4.4416649445123815
GBR,1998,0.8,1,-2,8e-4,6.892116356151756e-4,1.001489211635615,4.5,-0.036,0.0011913693084920852,-0.017793764727540757,4.447397604580951
GBR,1999,0.8,1,-1,4e-4,-0.005514507750949767,0.9948854922490502,4.5,-0.018,-0.004091606200759834,0.015988532531308913,4.4938969263305495
GBR,2000,0.8,1,0,-0,0.004024340623282939,1.004024340623283,4.5,0,0.0032194724986263526,0.012013920756341891,4.515233393254968
GBR,2001,0.8,1,1,-4e-4,-0.006773229013791925,0.9928267709862081,4.5,0.018,-0.005738583211033533,0.015172098137045238,4.527433514926011
GBR,2002,0.8,1,2,-8e-4,0.0027738135499842807,1.0019738135499843,4.5,0.036,0.001579050839987417,-0.016776044511040547,4.520803006328947
GBR,2003,0.8,1,3,-0.0012000000000000001,-0.0064543513303159765,0.992345648669684,4.5,0.05399999999999999,-0.006123481064252801,0.024611221318661263,4.572487740254409
GBR,2004,0.8,1,4,-0.0016,-0.0020623529890599836,0.99633764701094,4.5,0.072,-0.0029298823912480287,-0.03219872415900162,4.536871393449751
GBR,2005,0.8,1,5,-0.002,-0.0015436127337243332,0.9964563872662756,4.5,0.09,-0.002834890186979511,-0.0019609073244235458,4.5852042024885975
GBR,2006,0.8,1,6,-0.0024000000000000002,-0.004168458695869165,0.9934315413041309,4.5,0.10799999999999998,-0.005254766956695267,-0.002454270432011154,4.600290962611293
GBR,2007,0.8,1,7,-0.0028,-0.006724737175289696,0.9904752628247103,4.5,0.126,-0.007619789740231742,5.7606650890740425e-5,4.618437816910659
GBR,2008,0.8,1,8,-0.0032,0.008497722721480905,1.005297722721481,4.5,0.144,0.0042381781771847924,-0.010356132542911128,4.6378820456342735
GBR,2009,0.8,1,9,-0.0036000000000000003,-0.005409720398903694,0.9909902796010963,4.5,0.16199999999999998,-0.007207776319122949,-8.025799718102577e-4,4.653989643709067
GBR,2010,0.8,1,10,-0.004,7.55175181401815e-5,0.9960755175181402,4.5,0.18,-0.0031395859854878696,0.011732802801521476,4.688593216816034
GBR,2011,0.8,1,11,-0.0044,-0.0031757082301843128,0.9924242917698157,4.5,0.19799999999999998,-0.00606056658414742,-0.007493822957217694,4.684445610458635
GBR,2012,0.8,1,12,-0.0048000000000000004,0.010129971576388853,1.0053299715763888,4.5,0.21599999999999997,0.004263977261111052,-0.01215340175209895,4.7081105755090125
GBR,2013,0.8,1,13,-0.005200000000000001,-0.010363400943024646,0.9844365990569753,4.5,0.23399999999999999,-0.012450720754419732,0.0018959472653944881,4.723445226510974
GBR,2014,0.8,1,14,-0.0056,0.006421232828494886,1.0008212328284949,4.5,0.252,6.569862627959111e-4,0.00350966243881449,4.75616664870161
GBR,2015,0.8,1,15,-0.006,2.8121072990989197e-4,0.9942812107299099,4.5,0.26999999999999996,-0.004575031416072051,-0.018299842052026043,4.747125126531901
GBR,2016,0.8,1,16,-0.0064,4.784406415725078e-4,0.9940784406415726,4.5,0.288,-0.004737247486741936,-0.02134020008281003,4.761922552430448
GBR,2017,0.8,1,17,-0.0068000000000000005,0.003783839151915943,0.9969838391519159,4.5,0.306,-0.0024129286784672745,-0.0030377087503197816,4.800549362571213
GBR,2018,0.8,1,18,-0.007200000000000001,7.700137041337016e-5,0.9928770013704133,4.5,0.32399999999999995,-0.005698398903669322,-0.021578470137029137,4.796723130959302
GBR,2019,0.8,1,19,-0.0076,1.5323963673847393e-4,0.9925532396367385,4.5,0.34199999999999997,-0.005957408290609223,-0.0016118371786031332,4.834430754530787
GBR,2020,0.8,1,20,-0.008,0.004128258434447387,0.9961282584344474,4.5,0.36,-0.003097393252442071,-0.02126080652098229,4.835641800226576
ITA,1990,1.5,0.97,-10,0.0075,0.001007232916980309,0.9785072329169803,4.45,-0.18,-0.01719421366641578,0.002658278066175108,4.255464064399759
ITA,1991,1.5,0.97,-9,0.00675,4.1004845045618314e-4,0.9771600484504562,4.45,-0.16199999999999998,-0.018271961239635016,-0.017231791578573328,4.252496247181792
ITA,1992,1.5,0.97,-8,0.006,0.0108689744836314,0.9868689744836314,4.45,-0.144,-0.010504820413094862,0.04217781945277964,4.337672999039685
ITA,1993,1.5,0.97,-7,0.00525,0.0066232590242536115,0.9818732590242536,4.45,-0.126,-0.014501392780597123,-0.009507833065878166,4.299990774153525
ITA,1994,1.5,0.97,-6,0.0045000000000000005,0.0020562930395838877,0.9765562930395838,4.45,-0.10799999999999998,-0.018754965568332962,-0.034057426598587695,4.28918760783308
ITA,1995,1.5,0.97,-5,0.00375,-7.529180015649557e-5,0.9736747081998435,4.45,-0.09,-0.021060233440125222,0.03432324368217158,4.373263010242047
ITA,1996,1.5,0.97,-4,0.003,0.005734189085031486,0.9787341890850315,4.45,-0.072,-0.017012648731974788,0.025821595954216042,4.386808947222241
ITA,1997,1.5,0.97,-3,0.0022500000000000003,0.004747247785244152,0.9769972477852441,4.45,-0.05399999999999999,-0.018402201771804717,0.008437590031096448,4.386035388259292
ITA,1998,1.5,0.97,-2,0.0015,-0.006229738055894873,0.965270261944105,4.45,-0.036,-0.027783790444715975,0.003132671469986562,4.3893488810252705
ITA,1999,1.5,0.97,-1,7.5e-4,0.006774239596072245,0.9775242395960723,4.45,-0.018,-0.01798060832314219,0.01206941553157397,4.426088807208432
ITA,2000,1.5,0.97,0,-0,0.006288883337147583,0.9762888833371476,4.45,0,-0.018968893330281934,0.005075008531835936,4.436106115201555
ITA,2001,1.5,0.97,1,-7.5e-4,0.009552556190380786,0.9788025561903807,4.45,0.018,-0.016957955047695438,-0.020477527252035513,4.430564517700269
ITA,2002,1.5,0.97,2,-0.0015,0.00642354872192452,0.9749235487219245,4.45,0.036,-0.02006116102246036,-0.005053388163311985,4.460885450814227
ITA,2003,1.5,0.97,3,-0.0022500000000000003,0.001892955353605371,0.9696429553536053,4.45,0.05399999999999999,-0.024285635717115728,0.0056900735671450795,4.485404437850029
ITA,2004,1.5,0.97,4,-0.003,-0.0013462490245967418,0.9656537509754032,4.45,0.072,-0.02747699921967746,-0.01605704733497489,4.4784659534453475
ITA,2005,1.5,0.97,5,-0.00375,-0.00377425755596106,0.9624757424440389,4.45,0.09,-0.030019406044768895,0.001984641083059009,4.51196523503829
ITA,2006,1.5,0.97,6,-0.0045000000000000005,-0.004303385698056002,0.961196614301944,4.45,0.10799999999999998,-0.03104270855844478,0.015207056699989797,4.542164348141545
ITA,2007,1.5,0.97,7,-0.00525,-0.001992526392188029,0.9627574736078119,4.45,0.126,-0.029794021113750447,0.01599706749891158,4.562203046385162
ITA,2008,1.5,0.97,8,-0.006,-0.0031624634066385426,0.9608375365933615,4.45,0.144,-0.03132997072531083,0.007913515828341452,4.57058354510303
