age,year,birth_year,fluid_intelligence,crystallized_intelligence,processing_speed,working_memory,computer_adoption,automation_level,ai_adoption,cohort,tech_comfort,education_baseline,fluid_tech_adjustment,crystallized_tech_adjustment,speed_tech_adjustment,memory_tech_adjustment,fluid_cohort_adjustment,crystallized_cohort_adjustment,fluid_enhanced,crystallized_enhanced,speed_enhanced,memory_enhanced,cognitive_composite_modern,workforce_participation,tertiary_education,human_capital_weight,human_capital_share
18,1980,1962,100,85,100,100,0.05,0.15000000000000002,0.01,Baby Boomers,0.5,0.25,0.995,1.0159999999999998,0.975,0.9974999999999999,1.1,1.025,109.45,88.51899999999998,97.5,99.75,98.87664999999998,0.6,0.2685185185185185,0.6644444444444444,0.036192631954825784
18,1981,1963,100,85,100,100,0.065,0.15500000000000003,0.01,Baby Boomers,0.5,0.25,0.9974999999999999,1.0205,0.9715,0.9987499999999999,1.1,1.025,109.72500000000001,88.91106249999999,97.15,99.87499999999999,99.076371875,0.6,0.27037037037037037,0.6648888888888889,0.0361920890286682
18,1982,1964,100,85,100,100,0.08,0.16000000000000003,0.01,Baby Boomers,0.5,0.25,1,1.025,0.968,1,1.1,1.025,110.00000000000001,89.30312499999998,96.8,100,99.27609374999999,0.6,0.27222222222222225,0.6653333333333332,0.034909141787781796
18,1983,1965,100,85,100,100,0.095,0.165,0.01,Generation X,0.8,0.35,1.0025,1.0294999999999999,0.9645,1.00125,1.1600000000000001,1.035,116.29000000000002,90.57026249999998,96.45,100.125,101.88734187499999,0.6,0.37407407407407406,0.6897777777777777,0.036121584508681276
18,1984,1966,100,85,100,100,0.11,0.17,0.01,Generation X,0.8,0.35,1.0050000000000001,1.0339999999999998,0.961,1.0025,1.1600000000000001,1.035,116.58000000000003,90.96614999999998,96.1,100.25,102.09365249999999,0.6,0.3759259259259259,0.6902222222222223,0.034885745253191214
18,1985,1967,100,85,100,100,0.125,0.175,0.01,Generation X,0.8,0.35,1.0074999999999998,1.0385,0.9575,1.00375,1.1600000000000001,1.035,116.87,91.36203749999999,95.75,100.37499999999999,102.29996312499998,0.6,0.37777777777777777,0.6906666666666667,0.03484226811058048
18,1986,1968,100,85,100,100,0.14,0.18,0.01,Generation X,0.8,0.35,1.01,1.043,0.954,1.0050000000000001,1.1600000000000001,1.035,117.16000000000001,91.75792499999999,95.39999999999999,100.50000000000001,102.50627375,0.6,0.3796296296296296,0.6911111111111111,0.034594827090753025
18,1987,1969,100,85,100,100,0.15500000000000003,0.185,0.01,Generation X,0.8,0.35,1.0125,1.0474999999999999,0.9505,1.00625,1.1600000000000001,1.035,117.45000000000002,92.15381249999999,95.05,100.62500000000001,102.71258437499999,0.6,0.3814814814814815,0.6915555555555556,0.03455218356772761
18,1988,1970,100,85,100,100,0.16999999999999998,0.19,0.01,Generation X,0.8,0.35,1.0150000000000001,1.0519999999999998,0.947,1.0074999999999998,1.1600000000000001,1.035,117.74000000000004,92.54969999999997,94.69999999999999,100.74999999999999,102.91889499999999,0.6,0.3833333333333333,0.692,0.034308945776661326
18,1989,1971,100,85,100,100,0.185,0.195,0.01,Generation X,0.8,0.35,1.0174999999999998,1.0565,0.9435,1.00875,1.1600000000000001,1.035,118.03,92.94558749999999,94.35,100.875,103.12520562499999,0.6,0.3851851851851852,0.6924444444444444,0.0342671133952595
18,1990,1972,100,85,100,100,0.2,0.2,0.01,Generation X,0.8,0.35,1.02,1.061,0.94,1.01,1.1600000000000001,1.035,118.32000000000002,93.34147499999999,94,101,103.33151624999999,0.6,0.387037037037037,0.6928888888888888,0.034027971035845046
18,1991,1973,100,85,100,100,0.25,0.21500000000000002,0.01,Generation X,0.8,0.35,1.0285,1.0759999999999998,0.9285,1.0142499999999999,1.1600000000000001,1.035,119.30600000000001,94.66109999999999,92.85,101.42499999999998,104.02973499999999,0.6,0.38888888888888884,0.6933333333333332,0.03397027600849256
18,1992,1974,100,85,100,100,0.30000000000000004,0.23,0.01,Generation X,0.8,0.35,1.0370000000000001,1.091,0.9169999999999999,1.0185,1.1600000000000001,1.035,120.29200000000003,95.98072499999999,91.69999999999999,101.85,104.72795375000001,0.6,0.3907407407407407,0.6937777777777778,0.03391284984167848
18,1993,1975,100,85,100,100,0.35,0.245,0.01,Generation X,0.8,0.35,1.0455,1.1059999999999999,0.9055000000000001,1.0227499999999998,1.1600000000000001,1.035,121.27800000000003,97.30034999999998,90.55000000000001,102.27499999999998,105.42617249999998,0.6,0.3925925925925926,0.6942222222222222,0.03385569066042439
18,1994,1976,100,85,100,100,0.4,0.26,0.01,Generation X,0.8,0.35,1.054,1.121,0.8939999999999999,1.0270000000000001,1.1600000000000001,1.035,122.26400000000002,98.61997499999998,89.39999999999999,102.70000000000002,106.12439125,0.6,0.39444444444444443,0.6946666666666667,0.033798796607145756
18,1995,1977,100,85,100,100,0.45,0.275,0.01,Generation X,0.8,0.35,1.0625,1.136,0.8825000000000001,1.03125,1.1600000000000001,1.035,123.25000000000001,99.93959999999998,88.25,103.125,106.82260999999998,0.6,0.39629629629629626,0.6951111111111111,0.03374216584145066
18,1996,1978,100,85,100,100,0.5,0.29000000000000004,0.01,Generation X,0.8,0.35,1.0710000000000002,1.1509999999999998,0.871,1.0355,1.1600000000000001,1.035,124.23600000000005,101.25922499999997,87.1,103.55000000000001,107.52082874999999,0.6,0.39814814814814814,0.6955555555555555,0.033685796539941346
18,1997,1979,100,85,100,100,0.55,0.30500000000000005,0.01,Generation X,0.8,0.35,1.0795000000000001,1.166,0.8595,1.03975,1.1600000000000001,1.035,125.22200000000004,102.57884999999999,85.95,103.975,108.2190475,0.6,0.39999999999999997,0.696,0.03362968689601855
18,1998,1980,100,85,100,100,0.6000000000000001,0.32,0.01,Generation X,0.8,0.35,1.088,1.1809999999999998,0.848,1.044,1.1600000000000001,1.035,126.20800000000003,103.89847499999998,84.8,104.4,108.91726625,0.6,0.40185185185185185,0.6964444444444445,0.03357383511968847
18,1999,1981,100,85,100,100,0.65,0.33499999999999996,0.01,Millennials,0.95,0.45,1.0964999999999998,1.196,0.8365,1.04825,1.19,1.045,130.48349999999996,106.23469999999999,83.65,104.82499999999999,111.12261999999997,0.6,0.5037037037037038,0.7208888888888889,0.034632589223756
18,2000,1982,100,85,100,100,0.7,0.35,0.01,Millennials,0.95,0.45,1.105,1.2109999999999999,0.825,1.0525,1.19,1.045,131.495,107.56707499999997,82.5,105.25,111.83422624999997,0.6,0.5055555555555555,0.7213333333333334,0.03457476553387976
18,2001,1983,100,85,100,100,0.72,0.365,0.014,Millennials,0.95,0.45,1.1075,1.2174,0.8195,1.05375,1.19,1.045,131.7925,108.135555,81.95,105.375,112.07356924999999,0.6,0.5074074074074074,0.7217777777777777,0.03447763412096894
18,2002,1984,100,85,100,100,0.74,0.38,0.018000000000000002,Millennials,0.95,0.45,1.1099999999999999,1.2238,0.814,1.0550000000000002,1.19,1.045,132.08999999999997,108.70403499999999,81.39999999999999,105.50000000000001,112.31291224999998,0.6,0.5092592592592593,0.7222222222222222,0.0344369036455436
18,2003,1985,100,85,100,100,0.76,0.39499999999999996,0.022,Millennials,0.95,0.45,1.1125,1.2302,0.8085,1.0562500000000001,1.19,1.045,132.3875,109.27251499999998,80.85,105.62500000000001,112.55225524999997,0.6,0.5111111111111111,0.7226666666666667,0.03434074637267946
18,2004,1986,100,85,100,100,0.7799999999999999,0.41,0.026000000000000002,Millennials,0.95,0.45,1.115,1.2366,0.8029999999999999,1.0575,1.19,1.045,132.685,109.84099499999998,80.3,105.75000000000001,112.79159824999999,0.6,0.512962962962963,0.723111111111111,0.03430047171054365
18,2005,1987,100,85,100,100,0.7999999999999999,0.425,0.03,Millennials,0.95,0.45,1.1175,1.2429999999999999,0.7975,1.05875,1.19,1.045,132.9825,110.40947499999997,79.75,105.87500000000001,113.03094124999998,0.6,0.5148148148148148,0.7235555555555555,0.03420527366319991
18,2006,1988,100,85,100,100,0.82,0.43999999999999995,0.034,Millennials,0.95,0.45,1.1199999999999999,1.2494,0.7919999999999999,1.06,1.19,1.045,133.27999999999997,110.97795500000001,79.19999999999999,106,113.27028424999997,0.6,0.5166666666666667,0.7240000000000001,0.03416544759567741
18,2007,1989,100,85,100,100,0.84,0.45499999999999996,0.038000000000000006,Millennials,0.95,0.45,1.1224999999999998,1.2558,0.7865,1.06125,1.19,1.045,133.5775,111.546435,78.64999999999999,106.125,113.50962725,0.6,0.5185185185185185,0.7244444444444444,0.03405517774504581
18,2008,1990,100,85,100,100,0.86,0.47,0.042,Millennials,0.95,0.45,1.125,1.2622,0.7809999999999999,1.0625,1.19,1.045,133.875,112.114915,78.1,106.25,113.74897024999999,0.6,0.5203703703703704,0.7248888888888889,0.03401583999416037
18,2009,1991,100,85,100,100,0.8799999999999999,0.485,0.046,Millennials,0.95,0.45,1.1275,1.2686,0.7755000000000001,1.06375,1.19,1.045,134.17249999999999,112.68339499999998,77.55000000000001,106.375,113.98831324999998,0.6,0.5222222222222223,0.7253333333333333,0.033906756419845425
18,2010,1992,100,85,100,100,0.8999999999999999,0.5,0.05,Millennials,0.95,0.45,1.13,1.275,0.77,1.0650000000000002,1.19,1.045,134.46999999999997,113.25187499999998,77,106.50000000000001,114.22765625,0.6,0.5240740740740741,0.7257777777777777,0.03386789860370099
18,2011,1993,100,85,100,100,0.908,0.52,0.065,Millennials,0.95,0.45,1.1296,1.2789,0.7664,1.0648,1.19,1.045,134.42239999999998,113.59829249999999,76.64,106.47999999999999,114.27524237499998,0.6,0.5259259259259259,0.7262222222222222,0.03375998181836964
18,2012,1994,100,85,100,100,0.916,0.54,0.08,Millennials,0.95,0.45,1.1292,1.2828,0.7627999999999999,1.0646000000000002,1.19,1.045,134.3748,113.94470999999999,76.27999999999999,106.46000000000002,114.32282849999999,0.6,0.5277777777777778,0.7266666666666667,0.033752922414727424
18,2013,1995,100,85,100,100,0.924,0.56,0.095,Millennials,0.95,0.45,1.1288,1.2867000000000002,0.7591999999999999,1.0644,1.19,1.045,134.32719999999998,114.29112750000002,75.91999999999999,106.44,114.37041462499998,0.6,0.5296296296296297,0.7271111111111112,0.033645936163211584
18,2014,1996,100,85,100,100,0.932,0.58,0.11,Millennials,0.95,0.45,1.1283999999999998,1.2906,0.7556,1.0642,1.19,1.045,134.2796,114.63754499999999,75.56,106.42,114.41800074999998,0.6,0.5314814814814814,0.7275555555555556,0.03363900233746886
18,2015,1997,100,85,100,100,0.9400000000000001,0.6,0.125,Generation Z,1,0.55,1.128,1.2945,0.752,1.064,1.2,1.055,135.35999999999999,116.08428749999999,75.2,106.4,115.24550062499998,0.6,0.6333333333333334,0.752,0.03460016563909083
18,2016,1998,100,85,100,100,0.9480000000000001,0.62,0.14,Generation Z,1,0.55,1.1276,1.2984,0.7484,1.0638,1.2,1.055,135.31199999999998,116.43402,74.83999999999999,106.38000000000001,115.294107,0.6,0.6351851851851853,0.7524444444444445,0.034592496105023886
18,2017,1999,100,85,100,100,0.9560000000000001,0.64,0.15500000000000003,Generation Z,1,0.55,1.1272,1.3023,0.7447999999999999,1.0636,1.2,1.055,135.26399999999998,116.78375249999999,74.47999999999999,106.36000000000001,115.34271337499999,0.6,0.6370370370370371,0.7528888888888888,0.03444559669777751
18,2018,2000,100,85,100,100,0.964,0.66,0.16999999999999998,Generation Z,1,0.55,1.1268,1.3061999999999998,0.7412000000000001,1.0634000000000001,1.2,1.055,135.216,117.13348499999998,74.12,106.34000000000002,115.39131975,0.6,0.638888888888889,0.7533333333333333,0.03444439364150397
20,1970,1950,102,88,103,102,0.05,0.1,0.01,Baby Boomers,0.5,0.25,1,1.0159999999999998,0.98,0.9999999999999999,1.1,1.025,112.2,91.64319999999998,100.94,101.99999999999999,101.78611999999997,0.6,0.25,0.66,0.04598341810074549
20,1971,1951,102,88,103,102,0.05,0.10500000000000001,0.01,Baby Boomers,0.5,0.25,0.9995,1.0159999999999998,0.9795,0.9997499999999999,1.1,1.025,112.14390000000002,91.64319999999998,100.88850000000001,101.97449999999999,101.75493499999999,0.6,0.2518518518518518,0.6604444444444445,0.04598246518824136
20,1972,1952,102,88,103,102,0.05,0.11,0.01,Baby Boomers,0.5,0.25,0.999,1.0159999999999998,0.979,0.9994999999999999,1.1,1.025,112.0878,91.64319999999998,100.837,101.949,101.72375,0.6,0.2537037037037037,0.6608888888888889,0.043169435923241434
20,1973,1953,102,88,103,102,0.05,0.115,0.01,Baby Boomers,0.5,0.25,0.9985,1.0159999999999998,0.9785,0.9992499999999999,1.1,1.025,112.03170000000001,91.64319999999998,100.7855,101.92349999999999,101.69256499999999,0.6,0.25555555555555554,0.6613333333333333,0.04316859832605637
20,1974,1954,102,88,103,102,0.05,0.12000000000000001,0.01,Baby Boomers,0.5,0.25,0.998,1.0159999999999998,0.978,0.9989999999999999,1.1,1.025,111.97560000000001,91.64319999999998,100.734,101.89799999999998,101.66138,0.6,0.2574074074074074,0.6617777777777777,0.04068000355164571
20,1975,1955,102,88,103,102,0.05,0.125,0.01,Baby Boomers,0.5,0.25,0.9975,1.0159999999999998,0.9775,0.9987499999999999,1.1,1.025,111.91950000000001,91.64319999999998,100.6825,101.87249999999999,101.63019499999999,0.6,0.25925925925925924,0.6622222222222222,0.040679261766954244
20,1976,1956,102,88,103,102,0.05,0.13,0.01,Baby Boomers,0.5,0.25,0.997,1.0159999999999998,0.977,0.9984999999999999,1.1,1.025,111.86340000000001,91.64319999999998,100.631,101.847,101.59900999999999,0.6,0.2611111111111111,0.6626666666666666,0.03906541688773605
20,1977,1957,102,88,103,102,0.05,0.135,0.01,Baby Boomers,0.5,0.25,0.9965,1.0159999999999998,0.9765,0.9982499999999999,1.1,1.025,111.80730000000001,91.64319999999998,100.57950000000001,101.82149999999999,101.567825,0.6,0.26296296296296295,0.6631111111111111,0.03906475008509412
20,1978,1958,102,88,103,102,0.05,0.14,0.01,Baby Boomers,0.5,0.25,0.996,1.0159999999999998,0.976,0.9979999999999999,1.1,1.025,111.75120000000001,91.64319999999998,100.52799999999999,101.79599999999999,101.53664,0.6,0.26481481481481484,0.6635555555555556,0.037574163672855626
20,1979,1959,102,88,103,102,0.05,0.14500000000000002,0.01,Baby Boomers,0.5,0.25,0.9955,1.0159999999999998,0.9755,0.9977499999999999,1.1,1.025,111.69510000000002,91.64319999999998,100.4765,101.7705,101.505455,0.6,0.26666666666666666,0.664,0.03757356269805342
20,1980,1960,102,88,103,102,0.05,0.15000000000000002,0.01,Baby Boomers,0.5,0.25,0.995,1.0159999999999998,0.975,0.9974999999999999,1.1,1.025,111.63900000000001,91.64319999999998,100.425,101.74499999999999,101.47426999999998,0.6,0.2685185185185185,0.6644444444444444,0.036192631954825784
20,1981,1961,102,88,103,102,0.065,0.15500000000000003,0.01,Baby Boomers,0.5,0.25,0.9974999999999999,1.0205,0.9715,0.9987499999999999,1.1,1.025,111.9195,92.0491,100.06450000000001,101.87249999999999,101.67955999999998,0.6,0.27037037037037037,0.6648888888888889,0.0361920890286682
20,1982,1962,102,88,103,102,0.08,0.16000000000000003,0.01,Baby Boomers,0.5,0.25,1,1.025,0.968,1,1.1,1.025,112.2,92.45499999999998,99.704,102,101.88484999999999,0.6,0.27222222222222225,0.6653333333333332,0.034909141787781796
20,1983,1963,102,88,103,102,0.095,0.165,0.01,Baby Boomers,0.5,0.25,1.0025,1.0294999999999999,0.9645,1.00125,1.1,1.025,112.4805,92.86089999999999,99.3435,102.1275,102.09013999999998,0.6,0.2740740740740741,0.6657777777777778,0.03486477680026067
20,1984,1964,102,88,103,102,0.11,0.17,0.01,Baby Boomers,0.5,0.25,1.0050000000000001,1.0339999999999998,0.961,1.0025,1.1,1.025,112.76100000000001,93.26679999999998,98.98299999999999,102.255,102.29542999999998,0.6,0.2759259259259259,0.6662222222222223,0.03367271869577182
20,1985,1965,102,88,103,102,0.125,0.175,0.01,Generation X,0.8,0.35,1.0074999999999998,1.0385,0.9575,1.00375,1.1600000000000001,1.035,119.20739999999999,94.58658,98.6225,102.3825,104.97864299999998,0.6,0.37777777777777777,0.6906666666666667,0.03484226811058048
20,1986,1966,102,88,103,102,0.14,0.18,0.01,Generation X,0.8,0.35,1.01,1.043,0.954,1.0050000000000001,1.1600000000000001,1.035,119.5032,94.99643999999998,98.262,102.51,105.190674,0.6,0.3796296296296296,0.6911111111111111,0.034594827090753025
20,1987,1967,102,88,103,102,0.15500000000000003,0.185,0.01,Generation X,0.8,0.35,1.0125,1.0474999999999999,0.9505,1.00625,1.1600000000000001,1.035,119.799,95.40629999999999,97.9015,102.6375,105.402705,0.6,0.3814814814814815,0.6915555555555556,0.03455218356772761
20,1988,1968,102,88,103,102,0.16999999999999998,0.19,0.01,Generation X,0.8,0.35,1.0150000000000001,1.0519999999999998,0.947,1.0074999999999998,1.1600000000000001,1.035,120.09480000000003,95.81615999999997,97.541,102.76499999999999,105.614736,0.6,0.3833333333333333,0.692,0.034308945776661326
20,1989,1969,102,88,103,102,0.185,0.195,0.01,Generation X,0.8,0.35,1.0174999999999998,1.0565,0.9435,1.00875,1.1600000000000001,1.035,120.39059999999999,96.22601999999999,97.1805,102.8925,105.82676699999998,0.6,0.3851851851851852,0.6924444444444444,0.0342671133952595
20,1990,1970,102,88,103,102,0.2,0.2,0.01,Generation X,0.8,0.35,1.02,1.061,0.94,1.01,1.1600000000000001,1.035,120.68640000000002,96.63587999999999,96.82,103.02,106.038798,0.6,0.387037037037037,0.6928888888888888,0.034027971035845046
20,1991,1971,102,88,103,102,0.25,0.21500000000000002,0.01,Generation X,0.8,0.35,1.0285,1.0759999999999998,0.9285,1.0142499999999999,1.1600000000000001,1.035,121.69212000000002,98.00207999999998,95.6355,103.45349999999999,106.75631999999999,0.6,0.38888888888888884,0.6933333333333332,0.03397027600849256
20,1992,1972,102,88,103,102,0.30000000000000004,0.23,0.01,Generation X,0.8,0.35,1.0370000000000001,1.091,0.9169999999999999,1.0185,1.1600000000000001,1.035,122.69784000000003,99.36827999999998,94.451,103.887,107.47384199999999,0.6,0.3907407407407407,0.6937777777777778,0.03391284984167848
20,1993,1973,102,88,103,102,0.35,0.245,0.01,Generation X,0.8,0.35,1.0455,1.1059999999999999,0.9055000000000001,1.0227499999999998,1.1600000000000001,1.035,123.70356000000002,100.73447999999998,93.26650000000001,104.32049999999998,108.191364,0.6,0.3925925925925926,0.6942222222222222,0.03385569066042439
20,1994,1974,102,88,103,102,0.4,0.26,0.01,Generation X,0.8,0.35,1.054,1.121,0.8939999999999999,1.0270000000000001,1.1600000000000001,1.035,124.70928000000002,102.10067999999998,92.082,104.75400000000002,108.90888599999998,0.6,0.39444444444444443,0.6946666666666667,0.033798796607145756
20,1995,1975,102,88,103,102,0.45,0.275,0.01,Generation X,0.8,0.35,1.0625,1.136,0.8825000000000001,1.03125,1.1600000000000001,1.035,125.71500000000002,103.46687999999997,90.89750000000001,105.1875,109.62640799999998,0.6,0.39629629629629626,0.6951111111111111,0.03374216584145066
20,1996,1976,102,88,103,102,0.5,0.29000000000000004,0.01,Generation X,0.8,0.35,1.0710000000000002,1.1509999999999998,0.871,1.0355,1.1600000000000001,1.035,126.72072000000004,104.83307999999997,89.713,105.62100000000001,110.34393,0.6,0.39814814814814814,0.6955555555555555,0.033685796539941346
20,1997,1977,102,88,103,102,0.55,0.30500000000000005,0.01,Generation X,0.8,0.35,1.0795000000000001,1.166,0.8595,1.03975,1.1600000000000001,1.035,127.72644000000003,106.19927999999999,88.52850000000001,106.05449999999999,111.06145199999999,0.6,0.39999999999999997,0.696,0.03362968689601855
20,1998,1978,102,88,103,102,0.6000000000000001,0.32,0.01,Generation X,0.8,0.35,1.088,1.1809999999999998,0.848,1.044,1.1600000000000001,1.035,128.73216000000002,107.56547999999998,87.344,106.488,111.778974,0.6,0.40185185185185185,0.6964444444444445,0.03357383511968847
20,1999,1979,102,88,103,102,0.65,0.33499999999999996,0.01,Generation X,0.8,0.35,1.0964999999999998,1.196,0.8365,1.04825,1.1600000000000001,1.035,129.73788,108.93167999999999,86.15950000000001,106.9215,112.496496,0.6,0.4037037037037037,0.6968888888888889,0.03347959303504895
20,2000,1980,102,88,103,102,0.7,0.35,0.01,Generation X,0.8,0.35,1.105,1.2109999999999999,0.825,1.0525,1.1600000000000001,1.035,130.74360000000001,110.29787999999998,84.975,107.355,113.214018,0.6,0.40555555555555556,0.6973333333333334,0.033424403649203537
20,2001,1981,102,88,103,102,0.72,0.365,0.014,Millennials,0.95,0.45,1.1075,1.2174,0.8195,1.05375,1.19,1.045,134.42835,111.952104,84.4085,107.4825,115.0168089,0.6,0.5074074074074074,0.7217777777777777,0.03447763412096894
20,2002,1982,102,88,103,102,0.74,0.38,0.018000000000000002,Millennials,0.95,0.45,1.1099999999999999,1.2238,0.814,1.0550000000000002,1.19,1.045,134.73179999999996,112.54064799999999,83.842,107.61000000000001,115.26315679999999,0.6,0.5092592592592593,0.7222222222222222,0.0344369036455436
20,2003,1983,102,88,103,102,0.76,0.39499999999999996,0.022,Millennials,0.95,0.45,1.1125,1.2302,0.8085,1.0562500000000001,1.19,1.045,135.03525,113.12919199999999,83.2755,107.73750000000001,115.50950469999998,0.6,0.5111111111111111,0.7226666666666667,0.03434074637267946
20,2004,1984,102,88,103,102,0.7799999999999999,0.41,0.026000000000000002,Millennials,0.95,0.45,1.115,1.2366,0.8029999999999999,1.0575,1.19,1.045,135.3387,113.71773599999999,82.70899999999999,107.86500000000001,115.75585259999998,0.6,0.512962962962963,0.723111111111111,0.03430047171054365
20,2005,1985,102,88,103,102,0.7999999999999999,0.425,0.03,Millennials,0.95,0.45,1.1175,1.2429999999999999,0.7975,1.05875,1.19,1.045,135.64215,114.30627999999997,82.1425,107.9925,116.00220049999999,0.6,0.5148148148148148,0.7235555555555555,0.03420527366319991
20,2006,1986,102,88,103,102,0.82,0.43999999999999995,0.034,Millennials,0.95,0.45,1.1199999999999999,1.2494,0.7919999999999999,1.06,1.19,1.045,135.94559999999998,114.894824,81.576,108.12,116.24854839999999,0.6,0.5166666666666667,0.7240000000000001,0.03416544759567741
20,2007,1987,102,88,103,102,0.84,0.45499999999999996,0.038000000000000006,Millennials,0.95,0.45,1.1224999999999998,1.2558,0.7865,1.06125,1.19,1.045,136.24904999999995,115.483368,81.0095,108.2475,116.4948963,0.6,0.5185185185185185,0.7244444444444444,0.03405517774504581
20,2008,1988,102,88,103,102,0.86,0.47,0.042,Millennials,0.95,0.45,1.125,1.2622,0.7809999999999999,1.0625,1.19,1.045,136.55249999999998,116.071912,80.443,108.375,116.74124419999998,0.6,0.5203703703703704,0.7248888888888889,0.03401583999416037
20,2009,1989,102,88,103,102,0.8799999999999999,0.485,0.046,Millennials,0.95,0.45,1.1275,1.2686,0.7755000000000001,1.06375,1.19,1.045,136.85594999999998,116.66045599999998,79.87650000000001,108.5025,116.98759209999999,0.6,0.5222222222222223,0.7253333333333333,0.033906756419845425
20,2010,1990,102,88,103,102,0.8999999999999999,0.5,0.05,Millennials,0.95,0.45,1.13,1.275,0.77,1.0650000000000002,1.19,1.045,137.15939999999998,117.24899999999998,79.31,108.63000000000002,117.23393999999999,0.6,0.5240740740740741,0.7257777777777777,0.03386789860370099
20,2011,1991,102,88,103,102,0.908,0.52,0.065,Millennials,0.95,0.45,1.1296,1.2789,0.7664,1.0648,1.19,1.045,137.110848,117.607644,78.9392,108.6096,117.2837922,0.6,0.5259259259259259,0.7262222222222222,0.03375998181836964
20,2012,1992,102,88,103,102,0.916,0.54,0.08,Millennials,0.95,0.45,1.1292,1.2828,0.7627999999999999,1.0646000000000002,1.19,1.045,137.062296,117.96628799999999,78.5684,108.58920000000002,117.33364439999998,0.6,0.5277777777777778,0.7266666666666667,0.033752922414727424
20,2013,1993,102,88,103,102,0.924,0.56,0.095,Millennials,0.95,0.45,1.1288,1.2867000000000002,0.7591999999999999,1.0644,1.19,1.045,137.013744,118.32493200000002,78.1976,108.5688,117.3834966,0.6,0.5296296296296297,0.7271111111111112,0.033645936163211584
20,2014,1994,102,88,103,102,0.932,0.58,0.11,Millennials,0.95,0.45,1.1283999999999998,1.2906,0.7556,1.0642,1.19,1.045,136.96519199999997,118.68357599999999,77.8268,108.5484,117.43334879999998,0.6,0.5314814814814814,0.7275555555555556,0.03363900233746886
20,2015,1995,102,88,103,102,0.9400000000000001,0.6,0.125,Millennials,0.95,0.45,1.128,1.2945,0.752,1.064,1.19,1.045,136.91663999999997,119.04221999999999,77.456,108.528,117.48320099999998,0.6,0.5333333333333333,0.728,0.03349590503358793
